ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,DATA_HORA_SESSAO,DIAS_FUNCIONAMENTO,REG_EMPRESA,REGISTRO_COMPLEXO,REGISTRO_SALA,SALAS_GRUPO_INFERIDO,ASSENTOS_GRUPO_INFERIDO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,REGISTRO_GRUPO
2018,35,43369,632739.6481859285,1256,363,1,1,1,1.0,154.0,28.0,28.0,28.0,28.0,28.0,0.95484375,0.3900358354912581,0.0,0.0,1.2125,0.7874999999999999,0.7874999999999999,e6a24a11f8e34d4aa0ffa49cb2e814b8
2018,72,95463,764061.6884091095,2271,324,1,1,2,2.0,418.0,35.0,35.0,34.999998,35.0,35.0,0.0,0.15213243732163445,0.0,0.0,2.3885714285714283,0.0,0.0,6931d60166804a7d84137110584ad28a
2018,50,53661,598633.3058410767,1625,297,1,1,2,2.0,260.0,35.0,35.0,34.999998,35.0,35.0,0.9995884897959184,0.3988602044358842,0.0,0.0,0.9797142857142856,0.9797142857142856,0.9797142857142856,f2442a31c0894931a85c40e2739d0711
2018,14,13728,161506.92197554608,913,129,1,1,2,2.0,281.0,35.0,35.0,34.999998,35.0,35.0,0.1377551020408163,0.25922445209057304,0.0,0.0,0.07142857142857142,0.0714285714285714,0.0714285714285714,d6456b2c07994ee9950213eb80100971
2018,63,39999,426050.3208350508,726,364,1,1,1,1.0,724.0,28.0,28.0,28.0,28.0,28.0,0.9233896683673469,0.3839497098047812,0.0,0.0,1.2767857142857142,0.7232142857142858,0.7232142857142858,7911b2ea4c3348eda387eb3d1a9f7a6e
2018,39,17951,146411.42350155307,619,333,1,1,1,1.0,270.0,28.0,28.0,28.0,28.0,28.0,0.9995709183673468,0.3988567001794818,0.0,0.0,0.9792857142857144,0.9792857142857144,0.9792857142857144,bb5f8b19b06346f09b92029730dc0ee0
2018,42,32794,531067.8497774452,915,361,1,1,1,1.0,172.0,28.0,28.0,28.0,28.0,28.0,0.9980070153061223,0.3985449354806089,0.0,0.0,1.0446428571428572,0.9553571428571428,0.9553571428571428,b6f203f8989b44c0a3364a5269cec78c
2018,27,1019,5547.970622091907,221,63,1,1,1,1.0,73.0,28.0,28.0,8.515069,8.52,8.52,0.0,2.4732978877054906e-10,0.0,0.0,7.511737089201878,0.0,0.0,6bcaf24668064dea9787072f47960d07
2018,52,44071,569322.3474682717,1462,357,1,1,2,2.0,559.0,35.0,35.0,34.999998,35.0,35.0,0.993439,0.3976356945497737,0.0,0.0,1.081,0.919,0.919,2b5ae179db584a669d65f218b74662e6
2018,183,113956,2024554.0393757808,5495,350,1,1,4,4.0,408.0,49.0,49.0,48.99999725,49.0,49.0,0.9960425629945856,0.3981536664095456,0.0,0.0,0.9370918367346938,0.9370918367346938,0.9370918367346938,18a8b6ccdcf34fa3a332d6d3a05b91df
2018,136,50587,401169.53393239423,1041,323,1,1,1,1.0,293.0,28.0,28.0,27.769864000000002,27.77,27.77,0.0,0.004494478847638097,0.0,0.0,3.9953186892329855,0.0,0.0,f28e6e67b37347bc9a627135062bc601
2018,105,207873,2933835.6764436723,6950,364,1,1,5,5.0,948.0,56.0,56.0,56.0,56.0,56.0,0.9750811224489796,0.3940025207034474,0.0,0.0,1.1578571428571431,0.8421428571428571,0.8421428571428571,426cd3ee078c49699059ed0deded3b05
2018,62,93837,1381250.7667501755,4523,363,1,1,3,3.0,619.0,42.0,42.0,42.0,42.0,42.0,0.988383950617284,0.3966319295683906,0.0,0.0,1.107777777777778,0.8922222222222221,0.8922222222222221,a2b563a39c6f457db4fd832532d3c10b
2018,41,44165,834996.8533773203,779,335,1,1,1,1.0,2000.0,28.0,28.0,28.0,28.0,28.0,0.7033641581632653,0.34395086912390715,0.0,0.0,0.4553571428571429,0.4553571428571428,0.4553571428571428,09d40b1412b34085bfe7917605ae7953
2018,58,87106,632185.0424251127,2502,364,1,1,2,2.0,198.0,35.0,35.0,34.999998,35.0,35.0,0.3404239795918369,0.2868698806920435,0.0,0.0,1.812142857142857,0.18785714285714292,0.18785714285714292,a3dcc4afdd504f1eb66cdffd7d4b2fdb
2018,56,40779,553851.9255632608,1078,354,1,1,1,1.0,250.0,28.0,28.0,28.0,28.0,28.0,0.9969355867346938,0.3983314864441268,0.0,0.0,0.9446428571428572,0.9446428571428572,0.9446428571428572,70d45f8ade1a4e1b960f0134f8a46c92
2018,42,44690,604414.6642623263,1733,352,1,1,2,2.0,272.0,35.0,35.0,34.999998,35.0,35.0,0.5799108367346939,0.323361911221533,0.0,0.0,1.6481428571428571,0.3518571428571429,0.3518571428571429,48fb667e3a2f47b3a25a9fd362da1d8b
2018,61,68596,928183.5513278136,1706,361,1,1,2,2.0,449.0,35.0,35.0,34.999998,35.0,35.0,0.8646811224489795,0.37284295805308093,0.0,0.0,0.6321428571428571,0.6321428571428571,0.6321428571428571,d8db8242e7974b46b9a0a1551ae58e4c
2018,37,37599,364112.8047076102,1027,362,1,1,1,1.0,216.0,28.0,28.0,28.0,28.0,28.0,0.0,0.17073256389682392,0.0,0.0,2.302857142857143,0.0,0.0,a1add79efcd34fcea43aed3710aba7d2
2018,29,54798,464867.26611774694,840,278,1,1,1,1.0,220.0,28.0,28.0,28.0,28.0,28.0,0.9935427295918368,0.3976563183787421,0.0,0.0,0.9196428571428572,0.9196428571428572,0.9196428571428572,d55ca40391a64689b8789f240d785e7f
2018,80,2239,38696.83359670998,708,264,1,1,1,1.0,50.0,28.0,28.0,28.0,28.0,28.0,0.0,0.007543375847865506,0.0,0.0,3.8171428571428567,0.0,0.0,3e0c9db95ad048eb9b1935d18ed3733e
2018,115,2164,22834.67685709842,485,185,1,1,1,1.0,130.0,28.0,28.0,28.0,28.0,28.0,0.0,0.04414877372162998,0.0,0.0,3.0982142857142856,0.0,0.0,01fc6cfaadf543bdb5a50b9ea32af810
2018,190,256396,4520270.978246721,8636,357,1,1,6,6.0,1034.0,63.0,63.0,63.0,63.0,63.0,0.9883497102544722,0.3966251392159313,0.0,0.0,1.107936507936508,0.8920634920634921,0.8920634920634921,48474a7045f94d27b916c5a894ffcd7f
2018,130,62652,712370.3464106399,2836,361,1,1,2,2.0,354.0,35.0,35.0,34.999998,35.0,35.0,0.6408566326530614,0.3333673589998233,0.0,0.0,0.40071428571428575,0.4007142857142858,0.4007142857142858,bdd211024d7d4c569fd4c5fee6bc40c8
2018,3,785,9755.555395461139,36,20,1,1,1,1.0,129.0,28.0,28.0,1.457534,1.46,1.46,0.9605460686808032,0.3911494766364777,0.0,0.0,0.8013698630136986,0.8013698630136986,0.8013698630136986,a44f96be20c04318bdf35d594cdf52ed
2018,49,70256,593030.3409588801,2906,364,1,1,2,2.0,472.0,35.0,35.0,34.999998,35.0,35.0,0.9581505306122448,0.39068125037502494,0.0,0.0,0.7954285714285714,0.7954285714285714,0.7954285714285714,e63f96db5f48412299f412b7859d787b
2018,1,58,519.007690560405,4,4,1,1,1,1.0,112.0,28.0,28.0,28.0,28.0,28.0,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,fbffd584e1b446d3a3605e9efe828d57
2018,74,22636,88202.32016623292,945,339,1,1,1,1.0,110.0,28.0,28.0,28.0,28.0,28.0,0.8394280612244899,0.3681648413736252,0.0,0.0,1.4007142857142856,0.5992857142857144,0.5992857142857144,fc814b5f423b468da0d88d675f621e46
2018,57,89923,732281.8662216825,1960,346,1,1,2,2.0,342.0,35.0,35.0,34.999998,35.0,35.0,0.8232398163265306,0.3651968977194901,0.0,0.0,0.5795714285714286,0.5795714285714286,0.5795714285714286,064c0f762c01465193df699263009c75
2018,52,93332,1207309.943401862,2558,362,1,1,2,2.0,747.0,35.0,35.0,34.999998,35.0,35.0,0.984195918367347,0.3958022449019061,0.0,0.0,1.1257142857142857,0.8742857142857143,0.8742857142857143,6052d287b95744acbb7d655f68af1cb7
2018,57,47587,643988.991970289,1887,312,1,1,2,2.0,312.0,35.0,35.0,34.999998,35.0,35.0,0.9832852040816328,0.3956220545511263,0.0,0.0,1.1292857142857142,0.8707142857142858,0.8707142857142858,8bff986de903463fb93474553ea5ae77
2018,52,272343,2669798.4883077634,3925,361,1,1,3,3.0,993.0,42.0,52.31,42.0,52.31,52.31,0.9984641872027344,0.3986360476657142,0.0,0.0,0.960810552475626,0.960810552475626,0.960810552475626,dfb5d5ec00ae44a3992b93a3d2e700a6
2018,58,24618,213237.00648585553,811,312,1,1,1,1.0,200.0,28.0,28.0,28.0,28.0,28.0,0.973244387755102,0.393640847753555,0.0,0.0,0.8364285714285715,0.8364285714285715,0.8364285714285715,f9b2be24642343318da5834776d1764f
2018,85,91484,1133798.2766998142,4490,363,1,1,4,4.0,753.0,49.0,51.0375,48.99999725,51.0375,51.0375,0.9204768288001918,0.3833909248630173,0.0,0.0,0.7180014695077149,0.7180014695077149,0.7180014695077149,840ac229be124c9b9365787b5f606350
2018,35,15436,90554.1452359732,338,186,1,1,2,2.0,332.0,35.0,35.0,34.999998,35.0,35.0,0.994375,0.3978218316074972,0.0,0.0,1.075,0.925,0.925,319135a4c3bd4a2080e6722e2764b667
2018,42,6309,58593.59619607867,784,263,1,1,1,1.0,83.0,28.0,28.0,28.0,28.0,28.0,0.0,7.723721399512727e-12,0.0,0.0,8.023928571428572,0.0,0.0,466a776346534818992939463e0af535
2018,48,92793,952248.2946594438,2448,364,1,1,2,2.0,425.0,35.0,35.0,34.999998,35.0,35.0,0.9257826734693876,0.3844093815563984,0.0,0.0,0.7275714285714285,0.7275714285714285,0.7275714285714285,3b5b72a4089d45ceb872d6058228d56a
2018,19,7285,73013.58493320894,344,153,1,1,1,1.0,164.0,28.0,28.0,16.263014000000002,16.26,16.26,0.5415061069429882,0.31721183479045145,0.0,0.0,0.3228782287822878,0.3228782287822878,0.3228782287822878,3b64d08b810b4eab83c265ea40da6dfc
2018,50,79533,1104101.6282017464,4977,361,1,1,3,3.0,581.0,42.0,45.26666666666667,42.0,45.26666666666667,45.26666666666667,0.9912126632989255,0.3971933053520658,0.0,0.0,0.9062592047128128,0.9062592047128128,0.9062592047128128,8914a37627634c4790b36c4fbf72062a
2018,60,59400,722534.3948726086,2406,360,1,1,2,2.0,276.0,35.0,35.0,34.999998,35.0,35.0,0.9966027755102042,0.398265207364007,0.0,0.0,1.0582857142857145,0.9417142857142856,0.9417142857142856,2cc8920b12c74e9abb8b2bc9c4cbd7c3
2018,47,11457,117575.20386414524,865,303,1,1,1,1.0,120.0,28.0,28.0,28.0,28.0,28.0,0.8442570153061224,0.3690548409397478,0.0,0.0,0.6053571428571428,0.6053571428571428,0.6053571428571428,69b72e981c0d45deaa68806d1913f565
2018,36,29213,400204.5873809947,193,181,1,1,1,1.0,950.0,28.0,28.0,28.0,28.0,28.0,0.9948979591836736,0.3979258674986881,0.0,0.0,1.0714285714285714,0.9285714285714286,0.9285714285714286,250c1079f778421687c386d2bef7ce29
2018,39,27781,252179.19022063806,610,333,1,1,1,1.0,401.0,28.0,28.0,28.0,28.0,28.0,0.9903539540816326,0.3970228051810257,0.0,0.0,1.0982142857142858,0.9017857142857142,0.9017857142857142,cd78af17626e488eb491521360eaab27
2018,32,10042,135958.7318273132,682,313,1,1,1,1.0,100.0,28.0,28.0,28.0,28.0,28.0,0.6803713010204081,0.3400193052983964,0.0,0.0,1.565357142857143,0.4346428571428571,0.4346428571428571,a24094cc040c4b14b8fbd2273a7b3a6f
2018,46,27986,302921.61216460273,676,296,1,1,1,1.0,300.0,28.0,28.0,28.0,28.0,28.0,0.8289586734693879,0.3662426465725684,0.0,0.0,1.4135714285714285,0.5864285714285715,0.5864285714285715,f3b66d38c4f049e5ac84dea9025bfb0c
2018,63,59855,637003.2587134192,1567,370,1,2,4,4.0,1008.0,35.0,35.0,31.83561475,31.835,31.835,0.2694543230048706,0.2768688441627215,0.0,0.0,0.14528035181404114,0.1452803518140411,0.1452803518140411,4929a2a25ea7431ebdb01496e6838ea7
2018,92,164649,2085403.9232121024,6300,362,1,1,4,4.0,771.0,49.0,55.75,48.99999725,55.75,55.75,0.9180962335860364,0.3829348470505898,0.0,0.0,0.7138116591928252,0.7138116591928252,0.7138116591928252,a88351a36af54e31ae42789d67a51b09
2018,5,554,7146.087139403575,31,15,1,1,2,2.0,358.0,42.0,42.0,3.1068496666666667,3.106666666666667,3.106666666666667,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,d0974787d58348a4b60c42e4115fd3a6
2018,36,28488,1270912.5826422619,781,319,1,1,1,1.0,190.0,28.0,28.0,28.0,28.0,28.0,0.9948979591836736,0.3979258674986881,0.0,0.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,d37b95fb68a64ccab0bf0dd21d3a59d8
2018,46,4320,73537.03618145542,269,177,1,1,1,1.0,111.0,28.0,28.0,26.849315999999998,26.85,26.85,0.9188227583408758,0.3830739781425419,0.0,0.0,1.2849162011173183,0.7150837988826817,0.7150837988826817,4bca40c5c21b42b99a405b3178906c16
2018,71,246370,2639664.3251228123,5494,364,1,1,4,4.0,631.0,49.0,49.5,48.99999725,49.5,49.5,0.9451304866850322,0.3881461675299576,0.0,0.0,1.234242424242424,0.7657575757575759,0.7657575757575759,24b65c4d20f64a53a34ca8422b9b0e23
2018,27,11573,228346.1514481396,427,127,1,1,1,1.0,84.0,28.0,28.0,28.0,28.0,28.0,0.530775,0.3155143757052033,0.0,0.0,0.315,0.31499999999999995,0.31499999999999995,2d46726abb954bfcb25a9f877d5554e9
2018,108,310605,1749884.5689575465,8624,345,1,1,6,6.0,714.0,63.0,63.75,63.0,63.75,63.75,0.9524930965013456,0.3895776852314773,0.0,0.0,0.7820392156862745,0.7820392156862745,0.7820392156862745,1a369dc247a94bd296ec55e838c2a544
2018,55,32627,329827.39049217245,1244,362,1,1,2,2.0,270.0,35.0,35.0,34.999998,35.0,35.0,0.8456632653061225,0.3693144238737143,0.0,0.0,1.3928571428571428,0.6071428571428572,0.6071428571428572,f95d36432f354b52afd740ffeff681a1
2018,73,76929,869952.4479082444,2240,329,1,1,2,2.0,422.0,35.0,35.0,34.999998,35.0,35.0,0.9999382653061224,0.3989299663017078,0.0,0.0,0.9921428571428572,0.9921428571428572,0.9921428571428572,65339add6d914a56b399ee421266d303
2018,15,9399,107282.87479570956,504,56,1,1,3,3.0,514.0,42.0,42.0,42.0,42.0,42.0,0.29333293020912066,0.2801942775279841,0.0,0.0,0.15936507936507935,0.15936507936507938,0.15936507936507938,305501b2083d413fa49c67277c86e351
2018,53,53975,592873.3779013703,1782,357,1,1,2,2.0,303.0,35.0,35.0,34.999998,35.0,35.0,0.993439,0.3976356945497737,0.0,0.0,1.081,0.919,0.919,00c441f733fa415db2db68a0e58cd963
2018,108,10683,206597.29412560526,1717,308,1,1,1,1.0,120.0,28.0,28.0,28.0,28.0,28.0,0.9394488520408164,0.38704507990862624,0.0,0.0,1.2460714285714285,0.7539285714285715,0.7539285714285715,145e0e8d978b4f2aa3086e4d6ccb1f63
2018,43,21076,240058.3091180747,800,326,1,1,1,1.0,200.0,28.0,28.0,28.0,28.0,28.0,0.9357015306122448,0.38632056770472695,0.0,0.0,1.2535714285714286,0.7464285714285714,0.7464285714285714,bc826b99994e4c28b9d41ad35e438386
2018,49,34055,482053.6091910692,785,254,1,1,1,1.0,300.0,28.0,28.0,28.0,28.0,28.0,0.90234375,0.3799306061986278,0.0,0.0,0.6875,0.6875,0.6875,16d9c5ff772447a4b237643bd845172f
2018,104,38637,405232.8379305337,3224,364,1,1,2,2.0,374.0,35.0,35.0,34.999998,35.0,35.0,0.9972811224489796,0.3984003112666596,0.0,0.0,1.0521428571428573,0.9478571428571428,0.9478571428571428,9e74bf7d98934b33843715843c218b84
2018,37,11290,108219.89218960785,496,324,1,1,1,1.0,218.0,28.0,28.0,28.0,28.0,28.0,0.6129382653061225,0.32874615198356943,0.0,0.0,1.622142857142857,0.3778571428571429,0.3778571428571429,0e1748e91cac4c6fad595803177befbe
2018,35,12130,156335.2693300993,839,360,1,1,1,1.0,106.0,28.0,28.0,28.0,28.0,28.0,0.98109375,0.3951887981767218,0.0,0.0,0.8624999999999999,0.8624999999999999,0.8624999999999999,33dfd991b5de4dc8b7033434bf6d1b54
2018,99,7460,72349.56149724782,1065,220,1,1,1,1.0,150.0,28.0,28.0,28.0,28.0,28.0,0.0,0.0001508252715505181,0.0,0.0,4.97,0.0,0.0,bcdc5e964eb8487aa4d83f839993816e
2018,53,15448,176151.93298494891,768,364,1,1,1,1.0,260.0,28.0,28.0,28.0,28.0,28.0,0.9989204081632652,0.39872699109817894,0.0,0.0,0.9671428571428572,0.9671428571428572,0.9671428571428572,46706dd4ac634c0fa757744a538e2584
2018,78,169269,2500337.734410197,5529,362,1,1,4,4.0,720.0,49.0,55.8925,48.99999725,55.8925,55.8925,0.9995930640765736,0.3988611166861861,0.0,0.0,1.0201726528604018,0.9798273471395982,0.9798273471395982,76ae9fbceabb48c1844bfaa093921814
2018,59,72880,1017301.4134202255,4268,364,1,1,3,3.0,625.0,42.0,42.0,42.0,42.0,42.0,0.999913775510204,0.3989250814748848,0.0,0.0,1.0092857142857143,0.9907142857142855,0.9907142857142855,eb7130bfb357490cafd2e04597ce5f25
2018,35,36822,240251.7675220099,1128,364,1,1,1,1.0,182.0,28.0,28.0,28.0,28.0,28.0,0.07015306122448994,0.250608829777845,0.0,0.0,1.9642857142857144,0.03571428571428581,0.03571428571428581,1c0794342e044f4988b6d5fa81d61c89
2018,36,48049,543313.95236567,839,359,1,1,1,1.0,286.0,28.0,28.0,28.0,28.0,28.0,0.9804,0.3950517408346113,0.0,0.0,1.14,0.8599999999999999,0.8599999999999999,b67f2eea96ed470f9f58eda151521c93
2018,41,44484,836585.5398685951,955,473,1,2,2,2.0,600.0,28.0,28.0,18.7561645,18.755,18.755,0.9138449954623316,0.3821217379265312,0.0,0.0,0.7064782724606772,0.7064782724606772,0.7064782724606772,87f4dcca343e4e109cd2348ba0a5e746
2018,75,71437,881610.276660101,4334,364,1,1,4,4.0,600.0,49.0,54.25,48.99999725,54.25,54.25,0.707403758839644,0.3446462832681288,0.0,0.0,0.4590783410138249,0.4590783410138248,0.4590783410138248,e0366763a4d546c48f04fba7c0c0a558
2018,35,25410,325136.23187770246,676,360,1,1,1,1.0,430.0,28.0,28.0,28.0,28.0,28.0,0.8767488520408164,0.3750994428681464,0.0,0.0,0.6489285714285715,0.6489285714285715,0.6489285714285715,60e12b358bd74bb692b110d829dbe5fb
2018,56,53808,739416.1261985004,2082,358,1,1,3,3.0,495.0,42.0,42.0,42.0,42.0,42.0,0.6519936444948349,0.3352288952899236,0.0,0.0,0.4100793650793651,0.41007936507936493,0.41007936507936493,b8940edbcbd147c7b959b69ff1650b1f
2018,56,36592,369501.871195845,1811,316,1,1,3,3.0,401.0,42.0,43.48666666666667,42.0,43.48666666666667,43.48666666666667,0.8851618251755501,0.3766806168981468,0.0,0.0,0.6611221830446113,0.6611221830446113,0.6611221830446113,4ede2483a8fe40019e426c10817e8367
2018,37,21372,285905.2375891246,639,361,1,1,1,1.0,154.0,28.0,28.0,28.0,28.0,28.0,0.984375,0.3958376869447495,0.0,0.0,1.125,0.875,0.875,33eb446ec6054b7a9353ba16737380d2
2018,29,8997,119855.06036201945,634,292,1,1,1,1.0,287.0,28.0,28.0,28.0,28.0,28.0,0.8547845663265305,0.3710025845186546,0.0,0.0,0.6189285714285714,0.6189285714285714,0.6189285714285714,71511059e0bd4f13b90fae9344202cd1
2018,39,44396,429140.15698144137,1177,358,1,1,1,1.0,211.0,28.0,28.0,28.0,28.0,28.0,0.9920280612244898,0.39735527366559503,0.0,0.0,1.0892857142857142,0.9107142857142858,0.9107142857142858,fc8d15dfca9f41e6bc03ec127dff085c
2018,37,18433,196386.45937558287,1455,356,1,1,1,1.0,70.0,28.0,28.0,28.0,28.0,28.0,0.9078443877551021,0.3809769747810648,0.0,0.0,1.3035714285714286,0.6964285714285714,0.6964285714285714,65c207c7bc9a4f96bf614ab51fb3c873
2018,1,45,494.43382466592675,3,1,1,1,1,1.0,100.0,28.0,28.0,28.0,28.0,28.0,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,9044c61e7bb14f5b8a7bd550ba8d0388
2018,59,10345,105040.61899984807,752,364,1,1,1,1.0,131.0,28.0,28.0,28.0,28.0,28.0,0.8313137755102041,0.3666741699953168,0.0,0.0,1.4107142857142858,0.5892857142857142,0.5892857142857142,f232d360a5834aef8037e615e22f149a
2018,36,19476,89615.91962373246,822,290,1,1,1,1.0,120.0,28.0,28.0,26.465753999999997,26.47,26.47,0.9391418873238109,0.3869856798754602,0.0,0.0,1.246694370986022,0.7533056290139781,0.7533056290139781,fec2ddde688644de930648e9b26f575d
2018,26,32615,432770.58994414494,573,307,1,1,1,1.0,193.0,28.0,28.0,28.0,28.0,28.0,0.33984375,0.2867866675664145,0.0,0.0,0.1875,0.1875,0.1875,990baa5334a84f1eac8e3a134d9e7dc0
2018,73,121033,1514740.8279624376,4662,364,1,1,3,3.0,395.0,42.0,56.09,41.43744833333333,55.52666666666667,55.52666666666667,0.9544301300573524,0.3899551805317173,0.0,0.0,0.7865289950774402,0.7865289950774402,0.7865289950774402,3c649b5319b642b7bd089ef5750cc0a5
2018,48,97044,994758.4411911969,2077,332,1,1,3,3.0,529.0,42.0,42.0,23.115981,23.116666666666664,23.116666666666664,0.9998567603490855,0.3989137092480856,0.0,0.0,1.011968276856525,0.9880317231434749,0.9880317231434749,b0a039c24caa41cd941108c80cffe9e3
2018,32,36296,518238.37531453394,744,305,1,2,3,3.0,447.0,32.666666666666664,32.666666666666664,13.744292000000002,13.743333333333334,13.743333333333334,0.2384548643639329,0.2726105385645041,0.0,0.0,0.12733446519524616,0.12733446519524616,0.12733446519524616,1b9683f1ef5449bc966bb94420bc34f4
2018,20,18209,221044.9072700149,971,304,1,1,1,1.0,143.0,28.0,28.0,28.0,28.0,28.0,0.7844387755102041,0.3581801719959186,0.0,0.0,1.4642857142857142,0.5357142857142858,0.5357142857142858,18c232d7faf8484ebe1fde1f67075034
2018,9,3357,41633.624064896656,93,48,1,1,1,1.0,293.0,28.0,28.0,28.0,28.0,28.0,0.5867346938775511,0.32446708327726576,0.0,0.0,0.35714285714285715,0.3571428571428572,0.3571428571428572,b7b21ad03dd44919a21e2f118e6d30f0
2018,40,13604,241883.0237252267,881,326,1,1,2,2.0,200.0,35.0,35.0,34.999998,35.0,35.0,0.9514742040816326,0.3893792669023157,0.0,0.0,0.7797142857142857,0.7797142857142857,0.7797142857142857,430e5e437fe04cd7a11f4148d7ff3beb
2018,5,5640,69038.30947272627,124,28,1,1,2,2.0,313.0,35.0,35.0,34.999998,35.0,35.0,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,36477f80b337439d9063cf38f3f6cabd
2018,38,85499,703725.5090030808,2280,672,1,2,2,2.0,255.0,28.0,28.0,25.890411,25.89,25.89,0.9809860507083404,0.3951675179728749,0.0,0.0,1.137891077636153,0.8621089223638471,0.8621089223638471,f48e7b2c42864a978dd763b913a2aa4f
2018,148,23186,208711.23196899166,1867,305,1,1,2,2.0,296.0,35.0,35.0,34.999998,35.0,35.0,0.0,0.03760854735444248,0.0,0.0,3.173285714285714,0.0,0.0,f2248a81eee440fb913d06e3a2b8a254
2018,31,55737,536985.2325318356,1949,304,1,1,2,2.0,350.0,35.0,35.0,31.835614500000002,31.835,31.835,0.8179001545905937,0.3642231841726997,0.0,0.0,0.5732684152662164,0.5732684152662164,0.5732684152662164,7c9fa48b6dbd400cba9e920e28b44723
2018,50,19014,149071.92816350202,869,309,1,1,1,1.0,130.0,28.0,28.0,28.0,28.0,28.0,0.988289668367347,0.3966132323337401,0.0,0.0,0.8917857142857143,0.8917857142857143,0.8917857142857143,5851bf8c350f4374b7bcd940b3fb24be
2018,88,8558,91024.5298763027,562,193,1,1,1,1.0,163.0,28.0,28.0,28.0,28.0,28.0,0.2548610969387756,0.2748559917788692,0.0,0.0,1.8632142857142855,0.1367857142857143,0.1367857142857143,b6c51f1973624ce5a4213792af79cf85
2018,38,36773,554716.7383306491,1163,358,1,1,1,1.0,124.0,28.0,28.0,28.0,28.0,28.0,0.7563872448979592,0.35319148780478743,0.0,0.0,0.5064285714285715,0.5064285714285715,0.5064285714285715,e2dffd805bdc4eb3851fbb9b12fe2cd2
2018,40,19448,213145.06809827706,1022,358,1,1,1,1.0,222.0,28.0,28.0,28.0,28.0,28.0,0.6239682397959183,0.33056419144279936,0.0,0.0,1.6132142857142855,0.3867857142857143,0.3867857142857143,fb5367df395547e181508634988899ed
2018,59,37549,646257.3183152544,1691,311,1,1,2,2.0,211.0,35.0,35.0,34.999998,35.0,35.0,0.9332884897959184,0.3858547451244306,0.0,0.0,0.7417142857142858,0.7417142857142858,0.7417142857142858,a9f2cf1a33e84d1ea8a7fe68cf753da1
2018,53,8610,99434.40776406306,561,345,1,1,1,1.0,205.0,28.0,28.0,28.0,28.0,28.0,0.9741709183673468,0.3938232501484804,0.0,0.0,0.8392857142857143,0.8392857142857143,0.8392857142857143,0f6b360592dd415ebf1fd201caabde7f
2018,33,25827,200505.91090161438,737,359,1,2,2,2.0,319.0,28.0,28.0,28.0,28.0,28.0,0.9183673469387756,0.3829867599442122,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,f48fbe67c60a4289b46e57404b3924ef
2018,35,9398,191063.7621780542,370,269,1,1,1,1.0,197.0,28.0,28.0,28.0,28.0,28.0,0.7130102040816326,0.3456137589168997,0.0,0.0,1.5357142857142858,0.4642857142857142,0.4642857142857142,fbee847fe4bb40d3be8d47e754e8d06e
2018,72,41041,817812.9407821804,2845,224,1,1,4,4.0,468.0,49.0,50.155,48.99999725,50.155,50.155,0.5378141911206751,0.3166268152213825,0.0,0.0,0.3201575117136876,0.3201575117136876,0.3201575117136876,08d4c402339e4be8818eb1637e60aeee
2018,12,1552,14156.189770722183,97,17,1,1,3,3.0,351.0,42.0,42.0,42.0,42.0,42.0,0.06632259385235573,0.2501293146433745,0.0,0.0,0.03373015873015873,0.03373015873015872,0.03373015873015872,acd87936087a477f91c7e7f1b0544396
2018,38,50812,515437.4781269382,904,306,1,1,1,1.0,200.0,28.0,28.0,28.0,28.0,28.0,0.99609375,0.39816385668688653,0.0,0.0,0.9375,0.9375,0.9375,ad77117c344943c3a71eb790cc3c5359
2018,42,6392,79252.04303097486,524,262,1,1,1,1.0,80.0,28.0,28.0,24.164384,24.16,24.16,0.9598674400245604,0.3910167765294148,0.0,0.0,1.2003311258278146,0.7996688741721854,0.7996688741721854,3e058a6bfce9460d8523da518b57b4c5
2018,22,14447,164517.74954416673,418,263,1,1,1,1.0,155.0,28.0,28.0,23.934247,23.93,23.93,0.0,0.24197072451914334,0.0,0.0,0.0,0.0,0.0,d79cd94133fa46cdac87e637ddc41751
2018,69,129774,1182415.5628841838,4379,359,1,1,3,3.0,331.0,49.0,49.35,42.81506825,43.165,43.165,0.9968046667237096,0.3983054125162455,0.0,0.0,0.9434727209544772,0.9434727209544772,0.9434727209544772,592ba3c8cdef4f9ebc353f49de812dd1
