ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,DATA_HORA_SESSAO,DIAS_FUNCIONAMENTO,TOT_SALAS_FUNC,REGISTRO_SALA,SALAS_COMPLEXO_INFERIDO,ASSENTOS_COMPLEXO_INFERIDO,UF_COMPLEXO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIU_COTA,TOTAL_SALAS,DIAS_FUNC_INFERIDOS,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,REGISTRO_COMPLEXO,REG_EMPRESA,REGISTRO_GRUPO,CEP_COMPLEXO,MUN_COMPLEXO
2018,8,6117,61897.3013034855,227,120,0,2,2.0,303.0,RJ,35.0,35.0,34.999998,35.0,35.0,0.993439,0.919,0.0,0.0,SIM,2.0,364.9999791428571,1.081,0.3976356945497737,0.9804458577334634,056af9a633be441cb20b9b06cf070171,409fcd258b9f48f5abb55122f64ab6dc,3bf8001da8ca46d18305b6fb86445d2e,078f1a9cd203479a8f122eb19e4e257f,0527b806518d4913a1b692e0ac09fa42
2018,19,31056,406598.4537589369,881,275,0,5,5.0,1008.0,RJ,56.0,66.822,44.7232922,55.54600000000001,55.54600000000001,0.9422533471638012,0.759694667482807,0.0,0.0,NÃO,5.0,291.5000295178571,0.759694667482807,0.3875881936290672,0.8365715028604427,ed8cd2fc681c4f97b4363b4ca3b4d00a,fd5cbca7a7aa415cb9d4986f74b051b6,256068d5319f44488e7f2070cc52a29e,447067670d694313bc059d824d839f3d,ddcbd6deb26d4292869aac5c88b6152b
2018,15,64062,921509.8841984695,1064,247,4,4,4.0,985.0,RJ,49.0,49.0,48.99999725,49.0,60.2525,1.0,1.0,0.09,45.1,SIM,4.0,364.9999795153061,1.0,0.3989422804014327,1.0,9f6f670ba7834fe2bc2f914e33951165,ba118bbebb1948a8950c9c3419efe7f2,35db9c2a000a4230b8bb8a65dbb068a0,43938d6c8ff8479cbc749658b75ea1d9,cd34b953d5fb4376a274fa1a4d4224dd
2018,18,42193,633937.8111559957,1235,252,0,6,6.0,1254.0,SP,63.0,63.0,63.0,63.0,48.46333333333333,0.9999999704327492,0.9998280486966092,87.22,0.0,SIM,6.0,365.0,1.0001719513033909,0.3989422745036195,0.9999999112982504,0c6d98e4abc148db85ce28bb189d983a,5bc0ab1dd3bc4bd39d94b362d4d16d0e,35db9c2a000a4230b8bb8a65dbb068a0,46473a473f914eb882d39d996e7f6147,237bc214f8be4d03b0fe556e8bc0251b
2018,22,26905,293749.1198189221,1041,258,0,5,5.0,1014.0,PR,56.0,56.62000000000001,56.0,56.62000000000001,56.62000000000001,0.9972780430518902,0.9478276227481454,0.0,0.0,NÃO,5.0,365.0,0.9478276227481454,0.3983996978507524,0.9918563361374384,da38a11ee2b34111a14cd0e8d777ea58,a7d13908e59d476d994e47da7d9b4409,61ac6fb5d69e470fa5aad7e4d54725d0,e16fd1a96270474aa09fc46934b6b173,33a0d4edf78b4c45bd14708e5b72544b
2018,11,13525,179045.88161498884,608,182,0,3,3.0,420.0,GO,42.0,48.11333333333334,42.0,48.11333333333334,48.11333333333334,0.9987220142793649,0.9642510738534018,0.0,0.0,SIM,3.0,365.0,1.0357489261465982,0.3986874405616677,0.9961709404933344,24d7e39458a44efead3da0ea0c34d224,c8febcd9d106463b9e5cd3b54f30d870,4ca1462e72a2424494b9ea9f3fe49d14,f9d428876e784dc7b14eb270b36c1936,44474bc6615a42e9a5921e1f23f16c1e
2018,42,22920,316563.5125464258,652,238,0,5,5.0,911.0,GO,56.0,58.56,44.984123600000004,47.544,47.544,0.8720279697906375,0.6422682147063773,0.0,0.0,NÃO,5.0,293.2000913214285,0.6422682147063773,0.3742150868629568,0.6631186533903949,37b17700721d4b9db7d30f28003b9116,c8febcd9d106463b9e5cd3b54f30d870,4ca1462e72a2424494b9ea9f3fe49d14,2a6d9bb640724e3e87bf4b15314ed1e8,e831eac7dc754e8d871cfd35118288c0
2018,16,16494,251405.39073066588,625,203,0,4,4.0,828.0,MG,49.0,68.535,48.99999725,68.535,68.535,0.8772675267848785,0.6496680528197272,0.0,0.0,NÃO,4.0,364.9999795153061,0.6496680528197272,0.3751967327868208,0.6751436091469252,426acfbfdf9f49c390edbdbfd3e15378,d73a3f933a4540d5a53393fba81f6565,ca3679a444f340478b647aa0da345901,8b9683180cac41fa9edad1a7656a7bfd,7a65c6fbad704b679eb891a184a562be
2018,15,499,9280.041862816848,198,122,0,1,1.0,120.0,SC,28.0,28.0,28.0,28.0,28.0,0.9394488520408164,0.7539285714285715,0.0,0.0,SIM,1.0,365.0,1.2460714285714285,0.38704507990862624,0.8291238734370628,8783738de36a4526b6cd162847e56ad3,f5a49983f5854aa68ee921cd372c7d34,5d11f90779734400b02e9508cbeab253,9fd425cd44b542d8afd48981b410a014,2b4c5f4ff84a489db111a1ed5b14f4e2
2018,19,36783,555497.3884932462,1554,345,0,6,6.0,1577.0,SC,63.0,63.0,63.0,63.0,63.0,0.9999990418801266,0.999021164021164,0.0,0.0,NÃO,6.0,365.0,0.999021164021164,0.3989420892842149,0.9999971256431336,73328f8990d745e3a427585f4a091061,492d8738e81442d78d6407715941eb53,a7753fda30904467bbc6f1aa9c09a89f,3b30f10a19734ca8b1d3bc105a7fdff6,4cb3db186f0b4635b3e0c7f59aeeb2cb
