ANO_CINEMATOGRAFICO,QTDE_TIT_DIF_EXIB,PUBLICO,RENDA,DATA_HORA_SESSAO,DIAS_FUNCIONAMENTO,TOT_SALAS_FUNC,REGISTRO_SALA,SALAS_COMPLEXO_INFERIDO,ASSENTOS_COMPLEXO_INFERIDO,UF_COMPLEXO,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_NORMALIZADO,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIU_COTA,TOTAL_SALAS,DIAS_FUNC_INFERIDOS,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,REGISTRO_COMPLEXO,REG_EMPRESA,REGISTRO_GRUPO,CEP_COMPLEXO,MUN_COMPLEXO
2018,42,6308,69277.76866052233,507,220,0,1,1.0,150.0,MG,28.0,28.0,28.0,28.0,28.0,0.9987244897959184,0.9642857142857142,0.0,0.0,SIM,1.0,365.0,1.0357142857142858,0.3986879340406525,0.9961783480914359,ca2572824c3b49ab835d4184b3ff8377,0c315cc3cc394d4cb4e8198c29d9bede,4bcd9838c546466bafa9cad26ba1a1b3,efdaddda3fc243e3b3e8d0f7822b7294,8c25a248fe6b47d8804f0ed2c2d442e6
2018,29,58758,534502.3147898576,985,364,0,1,1.0,129.0,BA,28.0,28.0,28.0,28.0,28.0,0.4938693877551019,0.2885714285714285,0.0,0.0,SIM,1.0,365.0,1.7114285714285715,0.3097456384861073,0.12045818701064967,eb9b6848bd4b4c6d936c9c1cd9d78ca5,47eba2548f5b499686f9effb0df998dc,10aeee21aec24f7f9bbd21b4c5f99568,4e74060ddb6a4191b59279d3b5f86a71,dd6f37ee5cae43bfb895b1146e5061b4
2018,125,511516,10388886.216430752,9972,364,6,7,7.0,1938.0,SP,63.0,63.0,63.0,63.0,48.42857142857143,0.9954248144377442,0.9323598820058996,102.0,0.0,SIM,7.0,365.0,1.0676401179941004,0.3980307059737683,0.9863371445127582,f45ae001cc674c0d9a77d09a80fe4116,ece07a8568474219a2ba613292d4f91a,262e75fb409748f7bd23fc73f5d64916,b512b3a490604cb09ac112027ee395fa,731adbc22e42447881bb186589869869
2018,318,340158,7206460.913072787,13872,363,9,9,9.0,1203.0,DF,59.0,59.0,59.0,59.0,59.0,0.9836487670280644,0.8721280602636536,0.0,0.0,SIM,9.0,365.0,1.1278719397363464,0.39569397784800253,0.9517440178315472,396de86a7eb4445c99340b3131b3d89b,436544eccad144849bafdec36d8013df,cae3b40aa80b4494b6b5de076bc0c4aa,9e8c25c525544970a075a98289fcb491,a2a2fa90ee384404a31a1ec8a1814917
2018,125,329897,5686945.056340182,10217,364,6,7,7.0,1446.0,SP,63.0,63.0,62.97537285714286,62.97571428571428,62.97571428571428,0.9848610038843868,0.8769593720935507,0.0,0.0,SIM,7.0,364.85731893424037,1.123040627906449,0.3959338879595137,0.9552671095688658,fcd2acf0e232400d80627406a73ada86,ece07a8568474219a2ba613292d4f91a,262e75fb409748f7bd23fc73f5d64916,50eb6a9247724b088ed54c9d7e734f1d,73164c106fdd4e7c804366432966acf2
2018,105,426283,8570693.3451167,8858,364,5,6,6.0,1319.0,SP,63.0,63.0,63.0,63.0,47.33333333333334,0.99544375,0.9325,94.0,0.0,SIM,6.0,365.0,1.0675,0.3980344744592142,0.9863934336571072,edd18a36d5a94eb88c51127eabe54d73,ece07a8568474219a2ba613292d4f91a,262e75fb409748f7bd23fc73f5d64916,48139c9a8a424b0f869844db52a36f00,73164c106fdd4e7c804366432966acf2
2018,59,10345,105040.61899984807,752,364,1,1,1.0,131.0,RS,28.0,28.0,28.0,28.0,28.0,0.8313137755102041,0.5892857142857142,0.0,0.0,SIM,1.0,365.0,1.4107142857142858,0.3666741699953168,0.5745064798696903,371b32c5ac244e08abb8d201a26120e7,14ace1a137dc4376935d84aa9b6b4493,453ab47da0974deeadeb22248f5f550a,99d25ddf07934efe8424df3d629dadf7,836b747d14e4460ea28fe9bc9b143292
2018,87,180862,2489666.7996186926,4787,358,2,4,4.0,663.0,RJ,49.0,57.52,48.99999725,57.52,57.52,0.965830940266166,0.8151512517385258,0.0,0.0,NÃO,4.0,364.9999795153061,0.8151512517385258,0.3921844308115976,0.9009555015085108,dc12d698ee074491817481bcdf829053,55feef7a456a4f28a7aacaab6495211d,b7149ca05ac14d1b822eb6a03c2cc427,47336e6e3a96454bbd02c6481767424c,adccc4ea44df4d0d92105577759d50e0
2018,183,113956,2024554.0393757808,5495,350,0,4,4.0,408.0,DF,49.0,49.0,48.99999725,49.0,49.0,0.9960425629945856,0.9370918367346938,0.0,0.0,NÃO,4.0,364.9999795153061,0.9370918367346938,0.3981536664095456,0.9881746109280738,9ae0e951459c45ebb24611161ae516a4,7faaddece554427ab71c885297c76503,45c090f4d2464137bb19c891dcd82125,8f2ea9ec030c47e488c2657597c02ad3,a2a2fa90ee384404a31a1ec8a1814917
2018,75,11222,157714.82186401804,992,350,0,1,1.0,380.0,RS,28.0,28.0,28.0,28.0,28.0,0.894375,0.675,0.0,0.0,SIM,1.0,365.0,1.325,0.3784198319338195,0.7154165017089844,e7f287aed60044b8960cf0c3c7465a5a,b9e996418106476da74c584a241708de,0bb8baaf26df4a2aac9f3ffe69e53d3e,8f1f2f83422c42138974324a342b99b6,045fc81e95e54430a61b265ebf1b09a5
