REGISTRO DO COMPLEXO,REGISTRO DO GRUPO,NOME DO GRUPO,REGISTRO DA EMPRESA,NOME DA EMPRESA,NOME DO COMPLEXO,TOTAL SALAS DO COMPLEXO,Nº DE DIAS OBRIGAÇÃO PROPORCIONAL,OBRIGAÇÃO_TOTAL+INCREMENTO,OBRIGAÇÃO_PROP+INCREMENTO,OBRIGAÇÃO_TOTAL,OBG_FINAL,Nº DE DIAS VALIDADOS,Nº DE TÍTULOS DIFERENTES OBRIGAÇÃO,Nº DE TÍTULOS DIFERENTES DECLARADOS,CUMPRIU COTA,ANO,TRANSFERÊNCIA Dias Origem,TRANSFERÊNCIA Dias Recebidos,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL+INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP+INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROPORCIONAL,DIAS_FUNC_INFERIDOS,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_LINEAR,CUMPRIMENTO_NORMALIZADO,CUMPRIMENTO_TRIWEIGHT
14061,6000081.0,ADICINE,13977,ADICINE ADMINISTRADORA DE CINEMAS EIRELI-EPP,CINESERCLA NILÓPOLIS,3,126.0,126.0,126.0,126,126.0,83.5,5,12,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.6626984126984127,365.0,0.8862276392038296,0.6626984126984127,0.3768814061372274,0.6960426813416603
18367,6000081.0,ADICINE,13977,ADICINE ADMINISTRADORA DE CINEMAS EIRELI-EPP,CINESERCLA PÁTIO MIX ITAGUAI,4,195.999989,197.0,196.999989,196,197.0,121.0,6,14,NÃO,2017,0.0,0.0,49.0,49.25,48.99999725,49.24999725,49.25,0.6142131979695431,364.9999795153061,0.8511685433791131,0.6142131979695431,0.37033241360997576,0.6166613013786197
27434,6000081.0,ADICINE,13977,ADICINE ADMINISTRADORA DE CINEMAS EIRELI-EPP,CINESERCLA SHOPPING MONTSERRAT,5,280.0,281.5,281.5,280,281.5,130.5,8,16,NÃO,2017,0.0,0.0,56.0,56.3,56.0,56.3,56.3,0.4635879218472469,365.0,0.7122620824118447,0.46358792184724695,0.345484502522073,0.3613428580524115
28475,6000081.0,ADICINE,13977,ADICINE ADMINISTRADORA DE CINEMAS EIRELI-EPP,CINESERCLA TEIXEIRA DE FREITAS,3,126.0,126.0,126.0,126,126.0,76.0,5,11,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.6031746031746031,365.0,0.8425296044343663,0.6031746031746031,0.36873622388294,0.5980748080778067
38005,6000000.0,AFA,12264,AFA CINEMATOGRÁFICA LTDA ME,CINE RITZ ITAÚNA,3,16.22466,126.0,16.22466,126,16.22,11.5,5,2,NÃO,2017,0.0,0.0,42.0,42.0,5.40822,5.40822,5.406666666666666,0.7090012330456228,47.00000714285714,0.915319717631032,0.7090012330456228,0.38240360353115554,0.7668641824057568
34408,6000000.0,AFA,34407,CINE RITZ DIVINÓPOLIS LTDA. - EPP,CINE RITZ PÁTIO DIVINÓPOLIS,5,280.0,280.0,280.0,280,280.0,164.5,8,16,NÃO,2017,0.0,0.0,56.0,56.0,56.0,56.0,56.0,0.5875,365.0,0.82984375,0.5875,0.36640475882585577,0.5714641389122009
24026,6000000.0,AFA,24025,CINE SÃO MATEUS LTDA,CINE SÃO MATEUS,1,28.0,28.0,28.0,28,28.0,13.5,3,3,NÃO,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,0.48214285714285715,365.0,0.7318239795918369,0.4821428571428572,0.34888024841621007,0.3919402881560678
32422,6000000.0,AFA,32420,CINEMATOGRAFICA ARACRUZ LTDA ME,CINE RITZ ARACRUZ,2,69.999996,70.0,69.999996,70,70.0,43.5,4,7,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.6214285714285714,364.9999791428571,0.8566836734693878,0.6214285714285714,0.3713550386583545,0.6287260731167233
35405,6000000.0,AFA,5221,CINEMATOGRÁFICA CACHOEIRO LTDA ME,CINE RITZ PERIM,3,126.0,126.0,126.0,126,126.0,3.5,5,3,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.027777777777777776,365.0,0.05478395061728403,0.02777777777777779,0.24869039297338666,0.00016442204352764533
31643,6000000.0,AFA,31641,CINEMATOGRÁFICA CATAGUASES LTDA EPP,CINE RITZ CATAGUASES,2,69.999996,70.0,69.999996,70,70.0,77.0,4,14,SIM,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,1.1,364.9999791428571,0.99,0.8999999999999999,0.3969525474770118,0.970299
6638,6000000.0,AFA,5252,CINEMATOGRÁFICA GUARAPARI LTDA,CENTRO - GUARAPARI,3,126.0,126.0,126.0,126,126.0,162.5,5,18,SIM,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,1.2896825396825398,365.0,0.9160840262030738,0.7103174603174602,0.38254976863426626,0.7687868234721191
29419,6000000.0,AFA,29417,CINEMATOGRÁFICA PIÚMA LTDA,CINE RITZ PIUMA,1,28.0,28.0,28.0,28,28.0,6.5,3,5,NÃO,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,0.23214285714285715,365.0,0.41039540816326536,0.2321428571428572,0.29708385822024447,0.069120596706123
17321,6000000.0,AFA,12489,VIA SUL CINEMATOGRÁFICA LTDA,CINE RITZ SUL,4,86.109584,196.0,86.109584,196,86.11,50.0,6,5,NÃO,2017,0.0,0.0,49.0,49.0,21.527396,21.527396,21.5275,0.5806526535826269,160.35713346938775,0.8241478030527076,0.5806526535826269,0.3653627323283327,0.5597773421824497
6596,6000001.0,AGA,3164,AGA - CINEMATOGRÁFICA LTDA,CENTER CINE MOGI MIRIM,1,16.109589,28.0,16.109589,28,16.11,1.5,3,1,NÃO,2017,0.0,0.0,28.0,28.0,16.109589,16.109589,16.11,0.0931098696461825,209.99999946428568,0.17755029146683587,0.09310986964618251,0.26443405255887537,0.005597114208524039
6584,6000001.0,AGA,6615,EMPRESA CINEMATOGRÁFICA ESTAÇÃO LTDA,CINE DUPLEX,2,69.999996,70.0,69.999996,70,70.0,37.0,4,6,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.5285714285714286,364.9999791428571,0.7777551020408163,0.5285714285714286,0.3569851901687043,0.47046639351800695
4374,6000002.0,ARAÚJO,3132,CINEMAS ALVORADA DIVERSÕES LTDA,CINEMAS ALVORADA DIVERSOES LTDA,3,126.0,127.0,127.0,126,127.0,73.0,5,13,NÃO,2017,0.0,0.0,42.0,42.333333333333336,42.0,42.333333333333336,42.333333333333336,0.5748031496062992,365.0,0.8192076384152768,0.5748031496062992,0.36446136998117984,0.5497711921925496
6397,6000002.0,ARAÚJO,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,ARAÚJO AVENIDA CENTER DOURADOS,3,126.0,128.0,128.0,126,128.0,84.0,5,12,NÃO,2017,0.0,0.0,42.0,42.666666666666664,42.0,42.666666666666664,42.666666666666664,0.65625,365.0,0.8818359375,0.65625,0.3760547387318193,0.6857461547479033
20363,6000002.0,ARAÚJO,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,ARAÚJO MULTIPLEX VIA VERDE,6,270.219248,389.0,281.219248,378,281.22,160.0,9,17,NÃO,2017,0.0,0.0,63.0,64.83333333333333,45.03654133333333,46.86987466666667,46.870000000000005,0.5689495768437521,260.92599343915344,0.8141955326968197,0.5689495768437521,0.3635491540309711,0.5397419149208943
3111,6000002.0,ARAÚJO,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,CINE ARAÇATUBA,3,121.85755,126.5,122.35755,126,122.36,68.5,5,12,NÃO,2017,0.0,0.0,42.0,42.166666666666664,40.61918333333333,40.78585,40.78666666666667,0.5598234717227852,353.00004563492064,0.8062446239538184,0.5598234717227852,0.3621067499627767,0.5240835102904716
14826,6000002.0,ARAÚJO,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,CINE ARAÚJO PORTO VELHO,6,272.137067,390.5,284.637067,378,284.64,154.5,9,18,NÃO,2017,0.0,0.0,63.0,65.08333333333333,45.356177833333334,47.43951116666667,47.44,0.5427908937605397,262.7778557010582,0.7909598331717139,0.5427908937605397,0.3593499347596073,0.49483827996460533
3104,6000002.0,ARAÚJO,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,CINES PLAZA SHOPPING ITU,3,126.0,127.0,127.0,126,127.0,75.0,5,13,NÃO,2017,0.0,0.0,42.0,42.333333333333336,42.0,42.333333333333336,42.333333333333336,0.5905511811023622,365.0,0.8323516647033293,0.5905511811023622,0.3668645029563944,0.5766609689617687
3102,6000002.0,ARAÚJO,3103,EMPRESA CINEMATOGRÁFICA ARAÇATUBA LTDA,PONTA GROSSA,4,195.999989,202.5,202.499989,196,202.5,102.5,6,14,NÃO,2017,0.0,0.0,49.0,50.625,48.99999725,50.62499725,50.625,0.5061728395061729,364.9999795153061,0.7561347355586039,0.5061728395061729,0.353146898545022,0.4323122758416379
3079,6000002.0,ARAÚJO,3074,EMPRESA CINEMATOGRÁFICA ARAUJO LTDA,MULTIPLEX CATUAI LONDRINA,7,390.523461,457.0,406.523461,441,406.52,213.5,11,19,NÃO,2017,0.0,0.0,63.0,65.28571428571429,55.78906585714286,58.07478014285714,58.074285714285715,0.525189412575027,323.2223656802721,0.7745549060691521,0.525189412575027,0.35641443563830655,0.46468283188768844
20404,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,JARDIM GUADALUPE,5,280.0,293.5,293.5,280,293.5,208.0,8,21,NÃO,2017,0.0,0.0,56.0,58.7,56.0,58.7,58.7,0.7086882453151618,365.0,0.9151374615824407,0.7086882453151618,0.3823687574340343,0.766406185691334
4379,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MARINGÁ AVENIDA,4,167.002731,202.0,173.002731,196,173.0,93.0,6,12,NÃO,2017,0.0,0.0,49.0,50.5,41.75068275,43.25068275,43.25,0.5375722543352601,310.99998375,0.7861605800394267,0.5375722543352601,0.3584886628883295,0.4858853339255215
18126,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MARINGA CATUAI,5,280.0,292.0,292.0,280,292.0,165.5,8,18,NÃO,2017,0.0,0.0,56.0,58.4,56.0,58.4,58.4,0.5667808219178082,365.0,0.8123211437417902,0.5667808219178082,0.3632085973803411,0.5360228118637073
5883,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX BAURU,5,280.0,291.0,291.0,280,291.0,154.5,8,16,NÃO,2017,0.0,0.0,56.0,58.2,56.0,58.2,58.2,0.5309278350515464,365.0,0.7799713040705707,0.5309278350515464,0.357380985070093,0.4744996261164699
33423,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX BOULEVARD BOTUCATU,3,126.0,128.5,128.5,126,128.5,79.5,5,14,NÃO,2017,0.0,0.0,42.0,42.833333333333336,42.0,42.833333333333336,42.833333333333336,0.6186770428015564,365.0,0.8545928023134339,0.6186770428015564,0.37096701375174185,0.6241337851685537
24150,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX CAMPINAS,6,378.0,391.5,391.5,378,391.5,55.0,9,9,NÃO,2017,0.0,0.0,63.0,65.25,63.0,65.25,65.25,0.140485312899106,365.0,0.2612345026578523,0.14048531289910604,0.2757332732290804,0.017827547737904115
6395,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX CAMPO LIMPO,5,280.0,293.0,293.0,280,293.0,160.5,8,18,NÃO,2017,0.0,0.0,56.0,58.6,56.0,58.6,58.6,0.5477815699658704,365.0,0.795498491537467,0.5477815699658704,0.3601663440537745,0.5034056451235186
18910,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX CAMPOS GOYTACAZES,5,280.0,293.0,293.0,280,293.0,213.0,8,20,NÃO,2017,0.0,0.0,56.0,58.6,56.0,58.6,58.6,0.726962457337884,365.0,0.9254505002970332,0.726962457337884,0.38434554161614676,0.7926100662290629
14685,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX DUQUE DE CAXIAS,6,378.0,392.0,392.0,378,392.0,250.5,9,21,NÃO,2017,0.0,0.0,63.0,65.33333333333333,63.0,65.33333333333333,65.33333333333333,0.639030612244898,365.0,0.8697011011037068,0.639030612244898,0.3737799653457967,0.6578245234283193
4376,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX MAUA,5,280.0,290.5,290.5,280,290.5,150.0,8,17,NÃO,2017,0.0,0.0,56.0,58.1,56.0,58.1,58.1,0.5163511187607573,365.0,0.7660837596760289,0.5163511187607573,0.3549080087506409,0.449602551600032
4399,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX PANTANAL,8,479.99979,503.0,502.99979,480,503.0,320.0,12,25,NÃO,2017,0.0,0.0,60.0,62.875,59.99997375,62.87497375,62.875,0.6361829025844931,364.9998403125,0.8676371196281556,0.6361829025844931,0.37339442685388685,0.6531521665087414
27345,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX PARK LAGOS,4,195.999989,201.5,201.499989,196,201.5,134.0,6,15,NÃO,2017,0.0,0.0,49.0,50.375,48.99999725,50.37499725,50.375,0.6650124069478908,364.9999795153061,0.8877833125011545,0.6650124069478908,0.37717467234893776,0.6997145941926067
29179,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX PATIO RORAIMA,5,280.0,292.5,292.5,280,292.5,178.5,8,20,NÃO,2017,0.0,0.0,56.0,58.5,56.0,58.5,58.5,0.6102564102564103,365.0,0.8480999342537805,0.6102564102564103,0.36976464657322955,0.610015806772449
20405,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX SERRA,5,280.0,293.5,293.5,280,293.5,103.5,8,11,NÃO,2017,0.0,0.0,56.0,58.7,56.0,58.7,58.7,0.3526405451448041,365.0,0.5809257362095834,0.35264054514480403,0.32352604277921787,0.19604774493435773
4378,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX TABOÃO,5,280.0,295.0,295.0,280,295.0,160.0,8,18,NÃO,2017,0.0,0.0,56.0,59.0,56.0,59.0,59.0,0.5423728813559322,365.0,0.7905774202815283,0.5423728813559322,0.35928123130451856,0.49412089437723583
28802,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,MULTIPLEX VIA NORTE MANAUS,6,378.0,393.0,393.0,378,393.0,202.5,9,21,NÃO,2017,0.0,0.0,63.0,65.5,63.0,65.5,65.5,0.5152671755725191,365.0,0.765034088922557,0.5152671755725191,0.3547217893437025,0.44775697673606524
2781,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,PIRACICABA,7,441.0,455.5,455.5,441,455.5,226.5,11,22,NÃO,2017,0.0,0.0,63.0,65.07142857142857,63.0,65.07142857142857,65.07142857142857,0.4972557628979144,365.0,0.747248232060642,0.4972557628979144,0.3515812588119567,0.41724840827560455
3137,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,SÃO JRP,7,289.704209,452.5,301.204209,441,301.2,125.5,11,14,NÃO,2017,0.0,0.0,63.0,64.64285714285714,41.38631557142857,43.029172714285714,43.028571428571425,0.4166666666666667,239.77786005668932,0.6597222222222223,0.41666666666666674,0.3365268227449532,0.28713315275634443
13357,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,SÃO JRP VIP,2,65.780818,70.0,65.780818,70,65.78,97.5,4,15,SIM,2017,0.0,0.0,35.0,35.0,32.890409,32.890409,32.89,1.4822134387351777,342.9999795714286,0.767470199503195,0.5177865612648223,0.35515412334571017,0.45204801141306544
24149,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,SOROCABA CIANE,6,378.0,394.5,394.5,378,394.5,187.5,9,20,NÃO,2017,0.0,0.0,63.0,65.75,63.0,65.75,65.75,0.4752851711026616,365.0,0.7246743483352369,0.47528517110266155,0.3476352924216455,0.3805648436531814
24148,6000002.0,ARAÚJO,3136,MSA EMPRESA CINEMATOGRÁFICA LTDA,SOROCABA CIDADE,6,378.0,396.0,396.0,378,396.0,178.0,9,20,NÃO,2017,0.0,0.0,63.0,66.0,63.0,66.0,66.0,0.4494949494949495,365.0,0.6969441893684318,0.4494949494949495,0.3428485623408428,0.3385275395915941
24038,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS - ATLANTICO,2,69.999996,70.0,69.999996,70,70.0,39.0,4,6,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.5571428571428572,364.9999791428571,0.8038775510204081,0.5571428571428572,0.3616784369313985,0.5194810412243197
24039,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS - BELLA CITTÁ,2,69.999996,70.0,69.999996,70,70.0,11.0,4,3,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.15714285714285714,364.9999791428571,0.2895918367346939,0.15714285714285714,0.27967065092306537,0.02428616527977289
24042,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS - CASCAVEL,4,195.999989,196.0,195.999989,196,196.0,111.5,6,13,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.5688775510204082,364.9999795153061,0.8141334339858393,0.5688775510204082,0.3635378662392897,0.5396184259571222
24043,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS - LIMEIRA,5,280.0,280.0,280.0,280,280.0,200.5,8,18,NÃO,2017,0.0,0.0,56.0,56.0,56.0,56.0,56.0,0.7160714285714286,365.0,0.9193845663265307,0.7160714285714286,0.3831816002675851,0.7771263359569796
24044,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS - PRESIDENTE PRUDENTE,3,126.0,126.0,126.0,126,126.0,55.5,5,6,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.44047619047619047,365.0,0.6869331065759636,0.44047619047619047,0.34113670762350434,0.3241479973547725
24036,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS AGUAS CLARAS,4,195.999989,196.0,195.999989,196,196.0,113.0,6,13,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.576530612244898,364.9999795153061,0.8206736776343191,0.576530612244898,0.3647286252519994,0.5527280592799166
24037,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS ALDEOTA,3,126.0,126.0,126.0,126,126.0,135.5,5,14,SIM,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,1.0753968253968254,365.0,0.9943153187200806,0.9246031746031746,0.39780996052657325,0.9830427192601111
24064,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- BOULLEVARD,2,69.999996,70.0,69.999996,70,70.0,20.5,4,2,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.29285714285714287,364.9999791428571,0.4999489795918368,0.2928571428571429,0.31068863454536033,0.12496173859836787
24041,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS CACHOERINHA,3,126.0,126.0,126.0,126,126.0,60.5,5,6,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.4801587301587302,365.0,0.7297650541698162,0.48015873015873023,0.3485212740169399,0.3886415129753157
34183,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS GRAVATAI,5,280.0,280.0,280.0,280,280.0,163.0,8,17,NÃO,2017,0.0,0.0,56.0,56.0,56.0,56.0,56.0,0.5821428571428572,365.0,0.8253954081632653,0.5821428571428572,0.3655907176358786,0.562323386065537
24048,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- ITAGUAÇU,5,280.0,280.0,280.0,280,280.0,161.5,8,18,NÃO,2017,0.0,0.0,56.0,56.0,56.0,56.0,56.0,0.5767857142857142,365.0,0.8208896683673469,0.5767857142857142,0.36476801638055295,0.5531645868489109
24049,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- ITAJAÍ,4,195.999989,196.0,195.999989,196,196.0,108.5,6,11,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.5535714285714286,364.9999795153061,0.8007015306122449,0.5535714285714286,0.36110454367772915,0.5133481202692449
24050,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- JARAGUA DO SUL,5,277.468582,280.5,277.968582,280,277.97,167.0,8,19,NÃO,2017,0.0,0.0,56.0,56.1,55.493716400000004,55.593716400000005,55.59400000000001,0.6007842572939526,361.7001158214286,0.8406267907756589,0.6007842572939526,0.3683855725537924,0.5940317809841847
24051,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- LAJEADO,4,195.999989,196.0,195.999989,196,196.0,117.5,6,14,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.5994897959183674,364.9999795153061,0.839591576426489,0.5994897959183674,0.3681949428783249,0.5918398692721976
24052,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- MARROCOS,1,28.0,28.0,28.0,28,28.0,2.5,3,5,NÃO,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,0.08928571428571429,365.0,0.17059948979591844,0.0892857142857143,0.2635166333548363,0.004965159268643436
24053,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- PARK EUROPEU,5,280.0,280.5,280.5,280,280.5,141.0,8,18,NÃO,2017,0.0,0.0,56.0,56.1,56.0,56.1,56.1,0.5026737967914439,365.0,0.752666647602162,0.5026737967914439,0.35253505692562315,0.4263909865624313
24054,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- PATIO CHAPECÓ,4,195.999989,196.0,195.999989,196,196.0,98.5,6,13,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.5025510204081632,364.9999795153061,0.7525445127030403,0.5025510204081632,0.3525135291661453,0.4261834493869582
24055,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- PATIO DOM LUIS,2,63.86301,70.0,63.86301,70,63.86,35.5,4,4,NÃO,2017,0.0,0.0,35.0,35.0,31.931505,31.931505,31.93,0.555903538991544,332.9999807142857,0.8027783333197649,0.555903538991544,0.3614797098775668,0.5173529473467672
24057,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- RIO CLARO,5,280.0,280.0,280.0,280,280.0,179.0,8,19,NÃO,2017,0.0,0.0,56.0,56.0,56.0,56.0,56.0,0.6392857142857142,365.0,0.8698852040816326,0.6392857142857142,0.37381437393180783,0.6582423673014989
24058,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- RUA DA PRAIA,2,69.999996,70.0,69.999996,70,70.0,33.0,4,4,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.4714285714285714,364.9999791428571,0.7206122448979592,0.4714285714285714,0.34692994370584734,0.3742009731574429
24060,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- SANTA MARIA,4,195.999989,196.5,196.499989,196,196.5,101.5,6,14,NÃO,2017,0.0,0.0,49.0,49.125,48.99999725,49.12499725,49.125,0.5165394402035624,364.9999795153061,0.7662658871213152,0.5165394402035624,0.35494032946671367,0.44992329106937934
24062,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS- VIA CATARINA,4,195.999989,196.0,195.999989,196,196.0,79.0,6,12,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.4030612244897959,364.9999795153061,0.6436640982923783,0.403061224489796,0.33383564630088575,0.2666722703577409
31752,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS-ARARANGUA,2,69.999996,70.0,69.999996,70,70.0,36.5,4,4,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.5214285714285715,364.9999791428571,0.770969387755102,0.5214285714285715,0.355776042808398,0.4582594216470975
24045,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS-CRICIUMA,2,69.999996,70.0,69.999996,70,70.0,23.0,4,4,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.32857142857142857,364.9999791428571,0.5491836734693877,0.3285714285714285,0.3184318825238993,0.16563528267133584
24046,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS-DEL PASEO,2,69.999996,70.0,69.999996,70,70.0,38.5,4,4,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.55,364.9999791428571,0.7975000000000001,0.55,0.36052696246164795,0.5072149843750002
24047,6000003.0,ARCOPLEX,24035,EMPRESA DE CINEMAS ARCOPLEX LTDA,ARCOPLEXCINEMAS-DELLA JIUSTINA,2,69.999996,70.0,69.999996,70,70.0,49.0,4,7,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.7,364.9999791428571,0.9099999999999999,0.7,0.3813878154605241,0.7535709999999998
33826,6000083.0,CASAL CINE,14200,ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA,CINE CARIOCA NOVA BRASÍLIA,1,28.0,28.0,28.0,28,28.0,6.5,3,3,NÃO,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,0.23214285714285715,365.0,0.41039540816326536,0.2321428571428572,0.29708385822024447,0.069120596706123
27402,6000083.0,CASAL CINE,14200,ARTE VITAL EXIBIÇÕES CINEMATOGRÁFICAS LTDA,CINE MUSEU DA REPÚBLICA,1,28.0,28.0,28.0,28,28.0,12.5,3,10,NÃO,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,0.44642857142857145,365.0,0.6935586734693877,0.4464285714285714,0.34226869363860024,0.3336181131886293
