REGISTRO DO COMPLEXO,REGISTRO DO GRUPO,NOME DO GRUPO,REGISTRO DA EMPRESA,NOME DA EMPRESA,NOME DO COMPLEXO,TOTAL SALAS DO COMPLEXO,Nº DE DIAS OBRIGAÇÃO PROPORCIONAL,OBRIGAÇÃO_TOTAL+INCREMENTO,OBRIGAÇÃO_PROP+INCREMENTO,OBRIGAÇÃO_TOTAL,OBG_FINAL,Nº DE DIAS VALIDADOS,Nº DE TÍTULOS DIFERENTES OBRIGAÇÃO,Nº DE TÍTULOS DIFERENTES DECLARADOS,CUMPRIU COTA,ANO,TRANSFERÊNCIA Dias Origem,TRANSFERÊNCIA Dias Recebidos,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL+INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP+INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,CUMPRIMENTO_PROPORCIONAL,DIAS_FUNC_INFERIDOS,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_LINEAR,CUMPRIMENTO_NORMALIZADO,CUMPRIMENTO_TRIWEIGHT
26037,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM ARAPIRACA,6,378.0,378.5,378.5,378,347.5,347.5,9,27,SIM,2017,31.0,0.0,63.0,63.083333333333336,63.0,63.083333333333336,57.916666666666664,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
22548,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM LONDRINA,6,378.0,378.0,378.0,378,313.5,313.5,9,27,SIM,2017,64.5,0.0,63.0,63.0,63.0,63.0,52.25,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
25512,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM MACEIO,9,531.0,531.0,531.0,531,589.5,589.5,14,46,SIM,2017,0.0,58.5,59.0,59.0,59.0,59.0,65.5,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
34941,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM MORUMBI TOWN,9,517.907074,531.0,517.907074,531,533.41,533.5,14,54,SIM,2017,0.0,15.5,59.0,59.0,57.54523044444444,57.54523044444444,59.26777777777777,1.0001687257456742,356.00015444444443,0.9999999715316228,0.9998312742543258,0.3989422747228131,0.9999999145948708
33152,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM PAULISTA,9,481.536789,531.0,481.536789,531,579.04,579.0,14,41,NÃO,2017,0.0,97.5,59.0,59.0,53.50408766666666,53.50408766666666,64.33777777777777,0.9999309201436861,330.9998643785311,0.9999999952279734,0.9999309201436861,0.39894227944955113,0.9999999856839205
27507,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM RIO GRANDE,4,195.999989,196.0,195.999989,196,184.5,179.0,6,16,NÃO,2017,11.5,0.0,49.0,49.0,48.99999725,48.99999725,46.125,0.9701897018970189,364.9999795153061,0.9991113461270114,0.9701897018970189,0.3987650589751863,0.9973364067963769
31524,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM SANTARÉM,5,280.0,280.0,280.0,280,263.5,263.5,8,24,SIM,2017,16.5,0.0,56.0,56.0,56.0,56.0,52.7,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
22547,6000027.0,CINESYSTEM,22546,REDECINE BRA CINEMATOGRÁFICA S.A.,CINESYSTEM VILA VELHA,6,378.0,379.0,379.0,378,365.5,365.5,9,32,SIM,2017,13.5,0.0,63.0,63.166666666666664,63.0,63.166666666666664,60.916666666666664,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
14984,6000027.0,CINESYSTEM,14983,REDECINE CRT CINEMATOGRAFICA LTDA,CINESYSTEM BATEL - SHOPPING CURITIBA,6,378.0,378.0,378.0,378,377.5,377.5,9,26,SIM,2017,0.5,0.0,63.0,63.0,63.0,63.0,62.916666666666664,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
6627,6000027.0,CINESYSTEM,2375,REDECINE CWB CINEMATOGRÁFICA LTDA,CINESYSTEM PARANAGUÁ,2,69.999996,70.0,69.999996,70,70.0,52.5,4,7,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.75,364.9999791428571,0.9375,0.75,0.3866681168028493,0.823974609375
13310,6000027.0,CINESYSTEM,2375,REDECINE CWB CINEMATOGRÁFICA LTDA,CINESYSTEM SHOPPING CIDADE,5,280.0,280.0,280.0,280,273.5,273.5,8,19,SIM,2017,6.5,0.0,56.0,56.0,56.0,56.0,54.7,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
6658,6000027.0,CINESYSTEM,2375,REDECINE CWB CINEMATOGRÁFICA LTDA,CINESYSTEM SHOPPING TOTAL,5,280.0,280.5,280.5,280,269.5,269.5,8,18,SIM,2017,11.0,0.0,56.0,56.1,56.0,56.1,53.9,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
13235,6000027.0,CINESYSTEM,13234,REDECINE FLN PROMOÇÕES CINEMATOGRÁFICA LTDA,REDECINE - FLN PROMOÇÕES CINEMATOGRÁFIA LTDA,7,441.0,441.0,441.0,441,356.5,356.5,11,34,SIM,2017,84.5,0.0,63.0,63.0,63.0,63.0,50.92857142857143,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
21814,6000027.0,CINESYSTEM,21813,REDECINE HORTOLÂNDIA CINEMATOGRÁFICA LTDA.,REDECINE HORTOLANDIA,5,280.0,280.0,280.0,280,285.5,285.5,8,25,SIM,2017,0.0,5.5,56.0,56.0,56.0,56.0,57.1,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
16656,6000027.0,CINESYSTEM,16655,REDECINE LITORAL CINEMATOGRÁFICA LTDA,CINESYSTEM LITORAL PLAZA,6,378.0,378.0,378.0,378,321.0,321.0,9,27,SIM,2017,57.0,0.0,63.0,63.0,63.0,63.0,53.5,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
22693,6000027.0,CINESYSTEM,17200,REDECINE SLZ CINEMATOGRÁFICA LTDA,CINESYSTEM IMPERIAL SHOPPING,5,280.0,280.0,280.0,280,278.5,278.5,8,26,SIM,2017,1.5,0.0,56.0,56.0,56.0,56.0,55.7,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
17201,6000027.0,CINESYSTEM,17200,REDECINE SLZ CINEMATOGRÁFICA LTDA,CINESYSTEM RIO ANIL SHOPPING,6,378.0,378.0,378.0,378,388.0,388.0,9,31,SIM,2017,0.0,10.0,63.0,63.0,63.0,63.0,64.66666666666667,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
15569,6000028.0,CIRCUITO,15568,CIRCUITO ENTRETENIMENTO E CINEMAS EIRELI-EPP,CIRCUITO CINEMAS - GRU,6,378.0,381.0,381.0,378,381.0,299.5,9,25,NÃO,2017,0.0,0.0,63.0,63.5,63.0,63.5,63.5,0.7860892388451444,365.0,0.9542421862621503,0.7860892388451444,0.38991853742516147,0.8689120846589738
27874,6000028.0,CIRCUITO,15568,CIRCUITO ENTRETENIMENTO E CINEMAS EIRELI-EPP,CIRCUITO CINEMAS - JND,2,5.753424,70.0,5.753424,70,5.75,0.0,4,SEM ENVIO VÁLIDO NO SCB,NÃO,2017,0.0,0.0,35.0,35.0,2.876712,2.876712,2.875,0.0,29.99999657142857,0.0,0.0,0.24197072451914337,0.0
34307,6000028.0,CIRCUITO,15568,CIRCUITO ENTRETENIMENTO E CINEMAS EIRELI-EPP,CIRCUITO CINEMAS - LIM,4,195.999989,196.5,196.499989,196,196.5,107.0,6,13,NÃO,2017,0.0,0.0,49.0,49.125,48.99999725,49.12499725,49.125,0.544529262086514,364.9999795153061,0.7925464069045445,0.544529262086514,0.35963511544338933,0.49782202168461276
27873,6000028.0,CIRCUITO,15568,CIRCUITO ENTRETENIMENTO E CINEMAS EIRELI-EPP,CIRCUITO CINEMAS - PBAS,4,195.999989,196.0,195.999989,196,196.0,135.5,6,16,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.6913265306122449,364.9999795153061,0.9047206892961266,0.6913265306122449,0.3803824106172047,0.7405315494397741
27876,6000028.0,CIRCUITO,15568,CIRCUITO ENTRETENIMENTO E CINEMAS EIRELI-EPP,CIRCUITO CINEMAS - PFZ,3,126.0,126.0,126.0,126,126.0,60.0,5,5,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.47619047619047616,365.0,0.7256235827664399,0.47619047619047616,0.3478003252767986,0.38206228307795337
31541,6000028.0,CIRCUITO,15568,CIRCUITO ENTRETENIMENTO E CINEMAS EIRELI-EPP,CIRCUITO CINEMAS - PNP,4,195.999989,196.5,196.499989,196,196.5,129.5,6,16,NÃO,2017,0.0,0.0,49.0,49.125,48.99999725,49.12499725,49.125,0.6590330788804071,364.9999795153061,0.8837415587022253,0.6590330788804071,0.37641321842798864,0.6902013996064871
15264,6000095.0,CSR/UCI RIBEIRO,15263,REDECINE - VALESUL CINEMATOGRAFICA LTDA,REDECINE SÃO JOSÉ DOS CAMPOS,6,378.0,379.5,379.5,378,379.5,404.5,9,35,SIM,2017,0.0,0.0,63.0,63.25,63.0,63.25,63.25,1.0658761528326746,365.0,0.9956603324879661,0.9341238471673254,0.39807758044155966,0.9870374138785258
14007,6000029.0,ESPAÇO,14006,CINEARTE POMPEIA LTDA,ESPAÇO ITAU DE CINEMA - POMPEIA,11,560.0,583.0,560.0,583,560.0,575.5,17,51,SIM,2017,0.0,0.0,53.0,53.0,50.90909090909091,50.90909090909091,50.90909090909091,1.0276785714285714,350.6003430531732,0.9992338966836735,0.9723214285714286,0.3987894941637925,0.9977034503442572
6636,6000029.0,ESPAÇO,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO ITAU DE CINEMA - FREI CANECA,9,531.0,531.0,531.0,531,613.0,617.5,14,103,SIM,2017,0.0,82.0,59.0,59.0,59.0,59.0,68.11111111111111,1.0073409461663947,365.0,0.9999461105093821,0.9926590538336053,0.3989315311481129,0.9998383402402213
2738,6000029.0,ESPAÇO,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO ITAU DE CINEMA - PORTO ALEGRE,8,479.99979,480.0,479.99979,480,359.5,359.5,12,58,SIM,2017,120.5,0.0,60.0,60.0,59.99997375,59.99997375,44.9375,1.0,364.9998403125,1.0,1.0,0.3989422804014327,1.0
31112,6000029.0,ESPAÇO,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO ITAÚ DE CINEMA AUGUSTA,5,280.0,280.0,280.0,280,404.0,420.5,8,54,SIM,2017,0.0,124.0,56.0,56.0,56.0,56.0,80.8,1.0408415841584158,365.0,0.998331965003431,0.9591584158415842,0.3986096942693778,0.9950042373915007
2888,6000029.0,ESPAÇO,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO ITAU DE CINEMA CURITIBA,5,280.0,280.0,280.0,280,208.0,208.0,8,55,SIM,2017,72.0,0.0,56.0,56.0,56.0,56.0,41.6,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
20590,6000029.0,ESPAÇO,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO ITAU DE CINEMA DE BRASILIA,9,531.0,531.0,531.0,531,457.0,457.0,14,90,SIM,2017,74.0,0.0,59.0,59.0,59.0,59.0,50.77777777777778,1.0,365.0,1.0,1.0,0.3989422804014327,1.0
21325,6000029.0,ESPAÇO,1944,CINEMA ARTEPLEX LTDA.,ESPAÇO ITAU DE CINEMA RIO DE JANEIRO,6,378.0,378.0,378.0,378,404.0,409.5,9,89,SIM,2017,0.0,26.0,63.0,63.0,63.0,63.0,67.33333333333333,1.0136138613861385,365.0,0.999814662778159,0.9863861386138615,0.3989053126873703,0.9994440913777681
27914,6000029.0,ESPAÇO,27912,CINEMAS USINA LIBERDADE LTDA,CINE BELAS ARTES,3,126.0,126.0,126.0,126,222.0,222.5,5,63,SIM,2017,0.0,96.0,42.0,42.0,42.0,42.0,74.0,1.0022522522522523,365.0,0.9999949273597922,0.9977477477477477,0.3989412685573898,0.9999847821565716
6585,6000029.0,ESPAÇO,1083,CIRCUITO CINEARTE LTDA,CINE LIVRARIA CULTURA,2,69.999996,70.0,69.999996,70,96.0,103.5,4,20,SIM,2017,0.0,26.0,35.0,35.0,34.999998,34.999998,48.0,1.078125,364.9999791428571,0.993896484375,0.921875,0.3977266610119103,0.9818009844602784
2744,6000029.0,ESPAÇO,1083,CIRCUITO CINEARTE LTDA,CINE SABESP,1,28.0,28.0,28.0,28,28.0,51.5,3,9,SIM,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,1.8392857142857142,365.0,0.29559948979591855,0.1607142857142858,0.2805119960389124,0.02582920507231252
25075,6000029.0,ESPAÇO,1083,CIRCUITO CINEARTE LTDA,CINEMAS MIRAMAR,3,126.0,126.0,126.0,126,187.0,196.0,5,46,SIM,2017,0.0,61.0,42.0,42.0,42.0,42.0,62.333333333333336,1.0481283422459893,365.0,0.997683662672653,0.9518716577540107,0.3984805054119356,0.9930670718456817
2745,6000029.0,ESPAÇO,1083,CIRCUITO CINEARTE LTDA,ESPAÇO RIO DESIGN,3,126.0,126.0,126.0,126,126.0,142.0,5,12,SIM,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,1.126984126984127,365.0,0.9838750314940791,0.873015873015873,0.3957387461236239,0.9524009455828018
6679,6000029.0,ESPAÇO,3758,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,ESPAÇO CULTURAL SALVADOR,4,195.999989,196.0,195.999989,196,316.5,357.5,6,58,SIM,2017,0.0,120.5,49.0,49.0,48.99999725,48.99999725,79.125,1.1295418641390205,364.9999795153061,0.9832189054353876,0.8704581358609795,0.3956089401651733,0.9504968060681255
6599,6000029.0,ESPAÇO,2733,ESPAÇO DE CINEMA JUIZ DE FORA LTDA,CINE PALACE,2,31.452053,70.0,31.452053,70,28.45,29.0,4,5,SIM,2017,3.0,0.0,35.0,35.0,15.7260265,15.7260265,14.225,1.0193321616871704,163.99999064285714,0.9996262675245011,0.9806678383128296,0.398867738523312,0.9988792215491916
6713,6000030.0,ESTAÇÃO,2685,CINECLUBE PAU BRASIL,CINE ESTAÇÃO BOTAFOGO,3,126.0,126.0,126.0,126,126.0,141.0,5,62,SIM,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,1.119047619047619,365.0,0.985827664399093,0.8809523809523809,0.39612530104161686,0.9580827119006
5127,6000030.0,ESTAÇÃO,592,ESTAÇÃO CINEMA E CULTURA LTDA,CINE ESTAÇÃO NET BARRA POINT,2,69.999996,70.0,69.999996,70,70.0,83.5,4,20,SIM,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,1.1928571428571428,364.9999791428571,0.9628061224489796,0.8071428571428572,0.3915917358961382,0.892517067494066
13608,6000030.0,ESTAÇÃO,592,ESTAÇÃO CINEMA E CULTURA LTDA,CINE ESTAÇÃO NET GÁVEA,5,273.863104,280.0,273.863104,280,273.86,241.0,8,33,NÃO,2017,0.0,0.0,56.0,56.0,54.772620800000006,54.772620800000006,54.772000000000006,0.8800116848024537,357.00011771428575,0.9856028042160543,0.8800116848024537,0.39608076714128976,0.9574272661475937
5126,6000030.0,ESTAÇÃO,592,ESTAÇÃO CINEMA E CULTURA LTDA,CINE ESTAÇÃO NET RIO,5,280.0,280.0,280.0,280,280.0,322.5,8,55,SIM,2017,0.0,0.0,56.0,56.0,56.0,56.0,56.0,1.1517857142857142,365.0,0.9769610969387755,0.8482142857142858,0.39437305216750856,0.9324634351354751
6612,6000030.0,ESTAÇÃO,2741,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,CINE ESTAÇÃO IPANEMA,2,69.999996,70.0,69.999996,70,70.0,70.5,4,17,SIM,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,1.0071428571428571,364.9999791428571,0.9999489795918367,0.9928571428571429,0.3989321034322517,0.9998469465846235
32718,6000085.0,EXIBIDORA NACIONAL,5892,EXIBIDORA NACIONAL DE FILMES LTDA,CINESERCLA CAJAZEIRAS,4,180.65753,197.0,181.65753,196,181.66,126.5,6,16,NÃO,2017,0.0,0.0,49.0,49.25,45.1643825,45.4143825,45.415,0.6963558295717274,336.42856352040815,0.9078002177649261,0.6963558295717274,0.38096856099935766,0.7481192809329048
18991,6000085.0,EXIBIDORA NACIONAL,5892,EXIBIDORA NACIONAL DE FILMES LTDA,CINESERCLA CAMPINA GRANDE,5,278.043927,281.0,279.043927,280,279.04,158.0,8,19,NÃO,2017,0.0,0.0,56.0,56.2,55.6087854,55.8087854,55.80800000000001,0.5662270642201834,362.450119125,0.8118410401849592,0.5662270642201834,0.36312141897468847,0.5350729619485093
32278,6000085.0,EXIBIDORA NACIONAL,5892,EXIBIDORA NACIONAL DE FILMES LTDA,CINESERCLA RIO GRANDE,4,195.999989,197.0,196.999989,196,197.0,103.5,6,14,NÃO,2017,0.0,0.0,49.0,49.25,48.99999725,49.24999725,49.25,0.5253807106598984,364.9999795153061,0.774736530186297,0.5253807106598984,0.35644680383660093,0.46500979670414155
23479,6000085.0,EXIBIDORA NACIONAL,5892,EXIBIDORA NACIONAL DE FILMES LTDA,CINESERCLA SHOPPING IANDÊ CAUCAIA,4,195.999989,197.0,196.999989,196,197.0,154.5,6,15,NÃO,2017,0.0,0.0,49.0,49.25,48.99999725,49.24999725,49.25,0.7842639593908629,364.9999795153061,0.9534579607822927,0.7842639593908629,0.3897656753706408,0.8667715490209984
23478,6000085.0,EXIBIDORA NACIONAL,5892,EXIBIDORA NACIONAL DE FILMES LTDA,CINESERCLA SHOPPING PRÊMIO,4,195.999989,197.0,196.999989,196,197.0,127.0,6,15,NÃO,2017,0.0,0.0,49.0,49.25,48.99999725,49.24999725,49.25,0.6446700507614214,364.9999795153061,0.8737406271741092,0.6446700507614214,0.374535675223633,0.6670334143454174
5893,6000085.0,EXIBIDORA NACIONAL,5892,EXIBIDORA NACIONAL DE FILMES LTDA,CINESERCLA SHOPPING TAMBIÁ,6,378.0,380.5,380.5,378,380.5,246.0,9,22,NÃO,2017,0.0,0.0,63.0,63.416666666666664,63.0,63.416666666666664,63.416666666666664,0.6465177398160316,365.0,0.8750502917352332,0.6465177398160316,0.37478101359296667,0.6700373954687948
3067,6000031.0,GNC,3066,MOVIE SHOPPING CINEMAS LTDA,GNC CINEMAS LINDÓIA,2,69.999996,70.0,69.999996,70,70.0,47.5,4,5,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.6785714285714286,364.9999791428571,0.8966836734693878,0.6785714285714286,0.378856908064941,0.720970984716057
32640,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GCN NAÇÕES,6,378.0,379.0,379.0,378,379.0,320.0,9,25,NÃO,2017,0.0,0.0,63.0,63.166666666666664,63.0,63.166666666666664,63.166666666666664,0.8443271767810027,365.0,0.9757659721110268,0.8443271767810027,0.3941374600519954,0.9290455482998695
2971,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC BLUMENAU,6,378.0,379.5,379.5,378,379.5,332.0,9,28,NÃO,2017,0.0,0.0,63.0,63.25,63.0,63.25,63.25,0.8748353096179183,365.0,0.9843338002815576,0.8748353096179183,0.3958295328281112,0.9537338453330502
13237,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC CAMBORIU,8,479.99979,480.0,479.99979,480,480.0,433.5,12,31,NÃO,2017,0.0,0.0,60.0,60.0,59.99997375,59.99997375,60.0,0.903125,364.9998403125,0.990615234375,0.903125,0.39707467568664273,0.9721090980502953
3053,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC CAXIAS DO SUL,6,360.049478,378.5,360.549478,378,360.55,312.0,9,27,NÃO,2017,0.0,0.0,63.0,63.083333333333336,60.00824633333334,60.09157966666667,60.09166666666667,0.8653446123977256,347.66682399470903,0.9818679265896813,0.8653446123977256,0.3953418007455894,0.9465841347079138
16870,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC GARTEN,6,378.0,378.5,378.5,378,378.5,332.0,9,29,NÃO,2017,0.0,0.0,63.0,63.083333333333336,63.0,63.083333333333336,63.083333333333336,0.8771466314398944,365.0,0.9849070498334348,0.8771466314398944,0.39594300364026414,0.9554011028035422
14730,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC IGUATEMI,6,378.0,378.5,378.5,378,378.5,334.5,9,29,NÃO,2017,0.0,0.0,63.0,63.083333333333336,63.0,63.083333333333336,63.083333333333336,0.8837516512549538,365.0,0.9864863214140501,0.8837516512549538,0.3962557778794753,0.9600043549075763
3057,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC MOINHOS,4,195.999989,196.0,195.999989,196,196.0,176.5,6,17,NÃO,2017,0.0,0.0,49.0,49.0,48.99999725,48.99999725,49.0,0.9005102040816326,364.9999795153061,0.9901017805081216,0.9005102040816326,0.3969727490070291,0.9705982959961216
3052,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC MUELLER,3,126.0,126.0,126.0,126,126.0,93.5,5,9,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.7420634920634921,365.0,0.9334687578735198,0.7420634920634921,0.3858895253384162,0.8133909978559983
2972,6000031.0,GNC,2203,PRAIA DE BELAS EMPREENDIMENTOS CINEMATOGRÁFICOS LTDA,GNC PRAIA DE BELAS,6,378.0,378.5,378.5,378,378.5,332.0,9,30,NÃO,2017,0.0,0.0,63.0,63.083333333333336,63.0,63.083333333333336,63.083333333333336,0.8771466314398944,365.0,0.9849070498334348,0.8771466314398944,0.39594300364026414,0.9554011028035422
6687,6000032.0,GRACHER,5979,CINE GRACHER LTDA,CINE GRACHER,3,126.0,126.0,126.0,126,126.0,120.0,5,12,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.9523809523809523,365.0,0.9977324263038548,0.9523809523809523,0.398490221208583,0.9932126929233512
35875,6000032.0,GRACHER,5979,CINE GRACHER LTDA,CINE GRACHER ARAPONGAS,3,98.383575,126.0,98.383575,126,98.38,104.0,5,11,SIM,2017,0.0,0.0,42.0,42.0,32.794525,32.794525,32.79333333333333,1.0571254319983736,285.0000386904762,0.9967366850189991,0.9428745680016264,0.3982918740058704,0.9902419679792187
26111,6000032.0,GRACHER,5979,CINE GRACHER LTDA,CINE GRACHER HAVAN,3,126.0,126.0,126.0,126,126.0,140.5,5,17,SIM,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,1.1150793650793651,365.0,0.9867567397329302,0.8849206349206349,0.3963093589123672,0.9607940483710975
34894,6000032.0,GRACHER,5979,CINE GRACHER LTDA,CINE GRACHER PATO BRANCO,3,126.0,126.0,126.0,126,126.0,121.5,5,13,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.9642857142857143,365.0,0.9987244897959183,0.9642857142857143,0.39868793404065245,0.996178348091436
30780,6000032.0,GRACHER,5979,CINE GRACHER LTDA,CINE GRACHER PORTO UNIÃO,3,126.0,126.0,126.0,126,126.0,121.0,5,15,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.9603174603174603,365.0,0.9984252960443437,0.9603174603174603,0.3986282960322469,0.9952833233058933
24083,6000034.0,GRUPO CINE,17732,CINEPLEX CINEMATOGRAFICA LTDA,CINEPLEX SBO,4,122.969856,196.0,122.969856,196,122.97,119.0,6,12,NÃO,2017,0.0,0.0,49.0,49.0,30.742464,30.742464,30.7425,0.967715703016996,228.9999869387755,0.9989577241683132,0.967715703016996,0.39873443061678837,0.9968764303894028
17733,6000034.0,GRUPO CINE,17732,CINEPLEX CINEMATOGRAFICA LTDA,CINEPLEX SETE LAGOAS,4,195.999989,197.0,196.999989,196,197.0,172.0,6,14,NÃO,2017,0.0,0.0,49.0,49.25,48.99999725,49.24999725,49.25,0.8730964467005076,364.9999795153061,0.9838954881599629,0.8730964467005076,0.3957427938919782,0.9524603535941808
32957,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,GRUPO CINE CAJAMAR,3,126.0,126.0,126.0,126,126.0,38.5,5,8,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.3055555555555556,365.0,0.5177469135802469,0.3055555555555556,0.3134657809897259,0.13878820404025918
27730,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,GRUPO CINE FERNANDÓPOLIS,2,69.999996,70.0,69.999996,70,70.0,15.5,4,2,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.22142857142857142,364.9999791428571,0.39382653061224493,0.22142857142857142,0.29463285180999005,0.06108223348145226
38348,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,GRUPO CINE SANTA ISABEL,1,3.452055,28.0,3.452055,28,3.45,0.0,3,0,NÃO,2017,0.0,0.0,28.0,28.0,3.452055,3.452055,3.45,0.0,45.00000267857143,0.0,0.0,0.24197072451914337,0.0
34260,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,GRUPO CINE VALINHOS,3,126.0,126.0,126.0,126,126.0,49.0,5,8,NÃO,2017,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.3888888888888889,365.0,0.6265432098765431,0.38888888888888884,0.3309900619862943,0.24595354305557895
27731,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,GRUPO CINE VITÓRIA DE SANTO ANTÃO,4,195.999989,196.5,196.499989,196,196.5,117.5,6,14,NÃO,2017,0.0,0.0,49.0,49.125,48.99999725,49.12499725,49.125,0.5979643765903307,364.9999795153061,0.8383673575095986,0.5979643765903307,0.36796963623443607,0.5892547351386582
11754,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,ITAPETININGA ANDRADINA,2,69.999996,70.0,69.999996,70,70.0,15.5,4,2,NÃO,2017,0.0,0.0,35.0,35.0,34.999998,34.999998,35.0,0.22142857142857142,364.9999791428571,0.39382653061224493,0.22142857142857142,0.29463285180999005,0.06108223348145226
6659,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,ITAPETININGA CENTRO,5,280.0,282.0,282.0,280,282.0,119.5,8,13,NÃO,2017,0.0,0.0,56.0,56.4,56.0,56.4,56.4,0.4237588652482269,365.0,0.667946154619989,0.4237588652482269,0.33791345861120403,0.29800555650754096
24433,6000034.0,GRUPO CINE,5642,EMPRESA CINEMATOGRÁFICA ITAPETININGA LTDA,ITAPETININGA CONCÓRDIA,1,28.0,28.0,28.0,28,28.0,2.5,3,2,NÃO,2017,0.0,0.0,28.0,28.0,28.0,28.0,28.0,0.08928571428571429,365.0,0.17059948979591844,0.0892857142857143,0.2635166333548363,0.004965159268643436
