ANO_CINEMATOGRAFICO,G_QTDE_TIT_DIF_EXIB,G_QTDE_DIF_TIT_EXIB_BR,G_QTDE_DIF_TIT_EXIB_EST,PUBLICO,RENDA,QTDE_SESSOES,DIAS_FUNCIONAMENTO_GRUPO,REG_EMPRESA,REGISTRO_COMPLEXO,REGISTRO_SALA,SALAS_GRUPO_INFERIDO,ASSENTOS_GRUPO_INFERIDO,CAPACIDADE_TOTAL_GRUPO,OCUPAÇÃO_MÉDIA,OBRIGAÇÃO_TOTAL_POR_SALA,OBRIGAÇÃO_TOTAL_INCREMENTO_POR_SALA,OBRIGAÇÃO_PROP_POR_SALA,OBRIGAÇÃO_PROP_INCREMENTO_POR_SALA,OBRIGAÇÃO_FINAL_POR_SALA,TRANSF_ORIGEM,TRANSF_RECEBIDOS,CUMPRIMENTO_PROP_TRUNCADO,CUMPRIMENTO_PROPORCIONAL,CUMPRIMENTO_LINEAR,CUMPRIMENTO_TRIWEIGHT,CUMPRIMENTO_NORMALIZADO,DIAS_FUNCIONAMENTO,QTDE_DIF_TIT_EXIB,QTDE_DIF_TIT_EXIB_BR,QTDE_DIF_TIT_EXIB_EST,REGISTRO_GRUPO
2017,6,6,0,1570,16935.66867581719,61,1.0,1,1,2,2.0,650.0,39650.0,0.06061020036429872,35.0,35.0,34.999998,34.999998,35.0,0.0,0.0,0.22811224489795925,0.12142857142857146,0.12142857142857146,0.12142857142857146,0.27120442389392874,,,,,023f173d3fce407697b22d0d78263f97
2017,11,11,0,8405,118863.80068641745,488,1.0,1,1,4,4.0,771.0,376248.0,0.133042282746418,49.0,49.125,48.99999725,49.12499725,49.125,0.0,0.0,0.4517219276265951,0.2595419847328244,0.2595419847328244,0.2595419847328244,0.30328644124510057,,,,,ce70748b4a4e464fb97e53b2a8767761
2017,10,10,0,721,9132.488969018894,62,1.0,1,1,2,2.0,358.0,22196.0,0.06532825074982683,42.0,42.0,42.0,42.0,42.0,0.0,0.0,0.4134385235575713,0.2341269841269841,0.23412698412698416,0.23412698412698416,0.29753623252094324,,,,,c4740d08f52440e794c43559d05e20b9
2017,3,3,0,657,11047.599111379352,31,1.0,1,1,1,1.0,190.0,5890.0,0.11154499151103565,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.6527423469387754,0.4107142857142857,0.4107142857142857,0.4107142857142857,0.33535441212874034,,,,,d93b52b3d6254c4183a2ecc6c070ae07
2017,4,4,0,274,4995.36808752407,36,1.0,1,1,1,1.0,111.0,3996.0,0.06856856856856859,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.9282525510204082,0.7321428571428571,0.7321428571428571,0.7321428571428571,0.38488439685438797,,,,,1aec42ba02af479e8b25b50735b0062a
2017,15,15,0,29402,309866.7758040497,962,1.0,1,1,4,4.0,631.0,607022.0,0.19659780066124755,49.0,49.0,48.99999725,48.99999725,49.0,0.0,0.0,0.9885204081632653,1.1071428571428572,0.8928571428571428,0.8928571428571428,0.3966589922014887,,,,,316a0049fb00437f81cf83af35704621
2017,19,19,0,1296,24256.09331589521,104,1.0,1,1,1,1.0,84.0,8736.0,0.14835164835164835,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.9948979591836736,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.3979258674986881,,,,,acfd6f1e1d544e9d99389122edb29331
2017,13,13,0,18156,90073.1125924777,786,1.0,1,1,6,6.0,714.0,561204.0,0.20950190521904496,63.0,63.33333333333334,63.0,63.33333333333334,63.33333333333334,0.0,0.0,0.6783916204986149,0.4328947368421053,0.4328947368421052,0.4328947368421052,0.33968290701827697,,,,,91063bf0e10645b8b42b44f060d92d60
2017,7,7,0,4927,51324.093809611404,164,1.0,1,1,2,2.0,270.0,44280.0,0.26304160688665706,35.0,35.0,34.999998,34.999998,35.0,0.0,0.0,0.6138265306122449,1.6214285714285714,0.37857142857142856,0.37857142857142856,0.3288921913122502,,,,,4b98b2430f0d4014ab1c873c71306a9e
2017,10,10,0,2148,23803.84896090875,163,1.0,1,1,2,2.0,422.0,68786.0,0.06092593648568122,35.0,35.0,34.999998,34.999998,35.0,0.0,0.0,0.4481632653061224,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.3027472740504621,,,,,baae3b7d3cae4b5f985be1e60ceeed72
